category,subcategory,price,product_id,materials,featured_image,product_link,images,name
slipcovers,left-facing,562,716,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_000-13.jpg,https://elementdebase.com/product/mixmix_lftxxx0912029d/,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_000-13.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_left_0000_001-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_left_0001_002-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_left_0002_003-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_0000_004-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_0001_005-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_0002_006-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_0003_007-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_0004_008-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_sectional_0005_009-1.jpg,mixmix-rec
slipcovers,left-facing,569,683,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/02/pique_left_000-13.jpg,https://elementdebase.com/product/pique_lftxxx067b0225/,https://elementdebase.com/wp-content/uploads/2016/02/pique_left_000-13.jpg|https://elementdebase.com/wp-content/uploads/2016/02/pique_left_0000_001-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/pique_left_0001_002-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/pique_left_0002_003-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/pique_left_0003_004-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/pique_left_0000_005-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/pique_left_0001_006-1.jpg|https://elementdebase.com/wp-content/uploads/2016/02/pique_left_0002_007-1.jpg,pique
slipcovers,modular,157,285,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0000_000.jpg,https://elementdebase.com/product/mixmix_modxxx0912029d-3/,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0000_000.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0000_001.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0001_002.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0002_003.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0003_004.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0004_005.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0005_006.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0006_007.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0000_008.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0001_009.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0002_010.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0003_011.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_corner_0004_012.jpg,mixmix-corner
slipcovers,modular,139,249,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0000_000.jpg,https://elementdebase.com/product/mixmix_modxxx0912029d-2/,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0000_000.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0000_001.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0001_002.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0002_003.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0003_004.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0004_005.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0000_006.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0001_007.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0002_008.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0003_009.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_single_0004_010.jpg,mixmix-single
slipcovers,modular,110,214,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottorec_0000_000.jpg,https://elementdebase.com/product/mixmix_modxxx0912029d/,https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottorec_0000_000.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottrec_0000_001.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottrec_0001_002.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottrec_0002_003.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottrec_0003_004.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottrec_0004_005.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottorec_0000_006.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottorec_0001_007.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottorec_0002_008.jpg|https://elementdebase.com/wp-content/uploads/2016/02/mixmix_ottorec_0003_009.jpg,mixmix-ottrec
slipcovers,3-seater,338,2767,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0000_000.jpg,https://elementdebase.com/product/atrium_3stxxx17960450/,https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0000_000.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0000_001.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0001_002.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0002_003.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0003_004.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0004_005.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0005_006.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Atrium_3P_solo_0006_007.jpg,atrium-solo
slipcovers,2-seater,239,2689,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0000_000.jpg,https://elementdebase.com/product/maritime_2stxxx326d0650/,https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0000_000.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0000_001.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0001_002.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0002_003.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0003_004.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0004_005.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0005_006.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Maritime_natural_2P_0006_007.jpg,maritime-natural
slipcovers,2-seater,249,2129,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0000.jpg,https://elementdebase.com/product/panorama_2stxxx13420329/,https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0000.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0001_front.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0001_front45.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0002_back.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0003_side.jpg,PANORAMA-RAF
slipcovers,2-seater,285,2165,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/04/pique_2P_fondblanc_0000_000-1.jpg,https://elementdebase.com/product/pique_2stxxx0ad60258/,https://elementdebase.com/wp-content/uploads/2016/04/pique_2P_fondblanc_0000_000-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Pique_2P_0000_001-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Pique_2P_0001_002-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Pique_2P_0002_003-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/Pique_2P_0003_004-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/pique_2P_fondblanc_0000_005-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/pique_2P_fondblanc_0001_006-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/pique_2P_fondblanc_0002_007-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/pique_2P_fondblanc_0003_008-1.jpg,PIQUE-LAF
slipcovers,2-seater,249,2147,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0000-1.jpg,https://elementdebase.com/product/panorama_2stxxx13300323/,https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0000-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0001_front-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0001_front45-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0002_back-1.jpg|https://elementdebase.com/wp-content/uploads/2016/04/panorama_2P_fondblanc_0003_side-1.jpg,PANORAMA-LAF
slipcovers,2-seater,313,2001,001|002|003|004|005|006|007|008|009|010|011|012,https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_000.jpg,https://elementdebase.com/product/mixmix_2stxxx067201dd/,https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_000.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_001.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_002.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_003.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_004.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_005.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_006.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_007.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_008.jpg|https://elementdebase.com/wp-content/uploads/2016/04/mixmix_2P_009.jpg,MIXMIX
