ID	post_author	post_date	post_date_gmt	post_content	post_title	post_excerpt	post_status	comment_status	ping_status	post_password	post_name	to_ping	pinged	post_modified	post_modified_gmt	post_content_filtered	post_parent	guid	menu_order	post_type	post_mime_type	comment_count	meta_keys	meta_values	term_taxnonomies	term_values
35658	1	2016-02-23 21:49:21	2016-02-23 21:49:21	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	perplexe-azure		publish	open	closed		perplexe_azure_tabxxx2b4205ba			2016-02-23 21:49:21	2016-02-23 21:49:21		0	https://badb0x.akr.club/product/perplexe_azure_tabxxx2b4205ba/	36	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35659||35659||35659||350.00||350.00||350.00||35660,35661,35662,35663,35664||35660,35661,35662,35663,35664||35660,35661,35662,35663,35664||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"057";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"057";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"057";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture
35667	1	2016-02-23 21:49:31	2016-02-23 21:49:31	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	perplexe-pink		publish	open	closed		perplexe_pink_tabxxx257c0545			2016-02-23 21:49:31	2016-02-23 21:49:31		0	https://badb0x.akr.club/product/perplexe_pink_tabxxx257c0545/	37	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35668||35668||35668||350.00||350.00||350.00||35669,35670,35671,35672,35673||35669,35670,35671,35672,35673||35669,35670,35671,35672,35673||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"058";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"058";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"058";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture
35676	1	2016-02-23 21:49:42	2016-02-23 21:49:42	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	swivel		publish	open	closed		swivel_armxxx0947029b			2016-02-23 21:49:42	2016-02-23 21:49:42		0	https://badb0x.akr.club/product/swivel_armxxx0947029b/	22	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35677||35677||35677||350.00||350.00||350.00||35678,35679,35680,35681,35682,35683,35684,35685||35678,35679,35680,35681,35682,35683,35684,35685||35678,35679,35680,35681,35682,35683,35684,35685||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||armchairs||furniture||variable||armchairs||furniture||variable||armchairs||furniture||variable||armchairs||furniture||variable||armchairs||furniture||variable||armchairs||furniture
35710	1	2016-02-23 21:50:34	2016-02-23 21:50:34	{:en}The strength of simple lines. Thin arms and soft cushions characterize the Atrium sofa. With its pure and rigorous rectangular volume, the shape is enduring. A touch of timelessness at home. {:}{:fr}La force de la ligne. Un superbe volume composé de lignes pures, simples et rigoureuses à la fois. Un seul coussin pour le dossier, un seul pour le siège et le réconfort de deux traversins en bout de ligne. Que du caractère. Et aussi une beauté intemporelle.{:}	atrium		publish	open	closed		atrium_3stxxx08ea0293			2016-02-23 21:50:34	2016-02-23 21:50:34		0	https://badb0x.akr.club/product/atrium_3stxxx08ea0293/	5	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35711||35711||35711||350.00||350.00||350.00||35712,35713,35714,35715,35716,35717||35712,35713,35714,35715,35716,35717||35712,35713,35714,35715,35716,35717||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture
35742	1	2016-02-23 21:51:24	2016-02-23 21:51:24	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	panorama		publish	open	closed		panorama_lftxxx0f140350			2016-02-23 21:51:24	2016-02-23 21:51:24		0	https://badb0x.akr.club/product/panorama_lftxxx0f140350/	11	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35743||35743||35743||350.00||350.00||350.00||35744,35745,35746,35747,35748,35749,35750,35751,35752,35753,35754,35755||35744,35745,35746,35747,35748,35749,35750,35751,35752,35753,35754,35755||35744,35745,35746,35747,35748,35749,35750,35751,35752,35753,35754,35755||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture
35780	1	2016-02-23 21:52:16	2016-02-23 21:52:16	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	tamtam-green		publish	open	closed		tamtam_green_tabxxx1f4004c3			2016-02-23 21:52:16	2016-02-23 21:52:16		0	https://badb0x.akr.club/product/tamtam_green_tabxxx1f4004c3/	32	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35781||35781||35781||350.00||350.00||350.00||35782,35783,35784,35785||35782,35783,35784,35785||35782,35783,35784,35785||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"053";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"053";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"053";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture
35788	1	2016-02-23 21:52:25	2016-02-23 21:52:25	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	tamtam-orange		publish	open	closed		tamtam_orange_tabxxx2495052e			2016-02-23 21:52:25	2016-02-23 21:52:25		0	https://badb0x.akr.club/product/tamtam_orange_tabxxx2495052e/	31	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35789||35789||35789||350.00||350.00||350.00||35790,35791,35792||35790,35791,35792||35790,35791,35792||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"052";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"052";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"052";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture
35795	1	2016-02-23 21:52:35	2016-02-23 21:52:35	{:en}Vintage spirit. As its name describes it, the Stripes sofa is defined by the vertical quilt pattern running along its back. With rounded feather-filled seat cushions, this sofa brings a touch of cosiness and retro elegance in the room. Pour yourself your favorite drink, sit back and enjoy the evening lounging in Stripes. {:}{:fr}Esprit vintage. Comme son nom l'indique, son style se définit par le matelassage vertical de son dossier, élément qui lui donne une bienveillante rondeur. Ses coussins garnis de plumes assurent un confort cozy, accueillant. En prime, son petit air d'élégance rétro. On y savoure son cocktail préféré, et en bonne compagnie.{:}	stripe		publish	open	closed		stripe_3stxxx09440298			2016-02-23 21:52:35	2016-02-23 21:52:35		0	https://badb0x.akr.club/product/stripe_3stxxx09440298/	3	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35796||35796||35796||350.00||350.00||350.00||35797,35798,35799,35800,35801,35802,35803,35804,35805,35806,35807,35808||35797,35798,35799,35800,35801,35802,35803,35804,35805,35806,35807,35808||35797,35798,35799,35800,35801,35802,35803,35804,35805,35806,35807,35808||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture
35833	1	2016-02-23 21:53:27	2016-02-23 21:53:27	{:en}Shabby elegance. If you seek an affordable, cosy and relax sofa, look no further. The Slope sofa fulfils all these functions and more. The feather and foam cushions provide great comfort. The loosely fitted slipcover gives a sense of informality and restfulness. {:}{:fr}L'élégance shabby chic par excellence. Un canapé détente qui assure ce petit côté cosy tant recherché. Bien qu'offert à prix très abordable, Slope propose des coussins plumes et mousse du plus grand confort. Légèrement ample, sa housse exprime une certaine nonchalance décontractée et un caractère très informel.{:}	slope		publish	open	closed		slope_3stxxx06860224			2016-02-23 21:53:27	2016-02-23 21:53:27		0	https://badb0x.akr.club/product/slope_3stxxx06860224/	7	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35834||35834||35834||350.00||350.00||350.00||35835,35836,35837,35838,35839,35840||35835,35836,35837,35838,35839,35840||35835,35836,35837,35838,35839,35840||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture||variable||3-seater||furniture
35865	1	2016-02-23 21:54:15	2016-02-23 21:54:15	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	flex		publish	open	closed		flex_lftxxx042201b0			2016-02-23 21:54:15	2016-02-23 21:54:15		0	https://badb0x.akr.club/product/flex_lftxxx042201b0/	12	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35866||35866||35866||350.00||350.00||350.00||35867,35868,35869,35870,35871,35872,35873,35874,35875,35876,35877,35878||35867,35868,35869,35870,35871,35872,35873,35874,35875,35876,35877,35878||35867,35868,35869,35870,35871,35872,35873,35874,35875,35876,35877,35878||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture
35903	1	2016-02-23 21:55:08	2016-02-23 21:55:08	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	perplexe-smoke		publish	open	closed		perplexe_smoke_tabxxx2b4805b2			2016-02-23 21:55:08	2016-02-23 21:55:08		0	https://badb0x.akr.club/product/perplexe_smoke_tabxxx2b4805b2/	38	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35904||35904||35904||350.00||350.00||350.00||35905,35906,35907,35908||35905,35906,35907,35908||35905,35906,35907,35908||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"059";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"059";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:3:"059";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture||variable||side-tables||furniture
35911	1	2016-02-23 21:55:17	2016-02-23 21:55:17	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	mixmix		publish	open	closed		mixmix_lftxxx0912029d			2016-02-23 21:55:17	2016-02-23 21:55:17		0	https://badb0x.akr.club/product/mixmix_lftxxx0912029d/	13	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_subtitle||_subtitle||_subtitle||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35912||35912||35912||{:en}rec{:}{:fr}rec{:}||{:en}rec{:}{:fr}rec{:}||{:en}rec{:}{:fr}rec{:}||350.00||350.00||350.00||35913,35914,35915,35916,35917,35918,35919,35920,35921||35913,35914,35915,35916,35917,35918,35919,35920,35921||35913,35914,35915,35916,35917,35918,35919,35920,35921||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture||variable||left-facing||furniture
35946	1	2016-02-23 21:56:08	2016-02-23 21:56:08	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	panorama		publish	open	closed		panorama_rgtxxx0f140350			2016-02-23 21:56:08	2016-02-23 21:56:08		0	https://badb0x.akr.club/product/panorama_rgtxxx0f140350/	15	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35947||35947||35947||350.00||350.00||350.00||35948,35949,35950,35951,35952,35953,35954,35955,35956,35957,35958,35959||35948,35949,35950,35951,35952,35953,35954,35955,35956,35957,35958,35959||35948,35949,35950,35951,35952,35953,35954,35955,35956,35957,35958,35959||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture
35984	1	2016-02-23 21:56:59	2016-02-23 21:56:59	{:en}Lorem ipsum...{:}{:fr}Lorem ipsum...{:}	mixmix		publish	open	closed		mixmix_rgtxxx0912029d			2016-02-23 21:56:59	2016-02-23 21:56:59		0	https://badb0x.akr.club/product/mixmix_rgtxxx0912029d/	17	product		0	_visibility||_visibility||_visibility||_thumbnail_id||_thumbnail_id||_thumbnail_id||_subtitle||_subtitle||_subtitle||_regular_price||_regular_price||_regular_price||_product_image_gallery||_product_image_gallery||_product_image_gallery||_product_attributes||_product_attributes||_product_attributes||_price||_price||_price	visible||visible||visible||35985||35985||35985||{:en}rec{:}{:fr}rec{:}||{:en}rec{:}{:fr}rec{:}||{:en}rec{:}{:fr}rec{:}||350.00||350.00||350.00||35986,35987,35988,35989,35990,35991,35992,35993,35994||35986,35987,35988,35989,35990,35991,35992,35993,35994||35986,35987,35988,35989,35990,35991,35992,35993,35994||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||a:1:{s:12:"edb_material";a:5:{s:4:"name";s:12:"edb_material";s:5:"value";s:47:"001|002|003|004|005|006|007|008|009|010|011|012";s:10:"is_visible";i:1;s:12:"is_variation";i:1;s:8:"taxonomy";i:1;}}||350.00||350.00||350.00	product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class||product_type||product_cat||product_shipping_class	variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture||variable||right-facing||furniture
